Type,Text,URL
a,Development of a P((MAA-co-NVP)-g-EG) Hydrogel Platform for Oral Protein Delivery: Effects of Hydrogel Composition on Environmental Response and Protein Partitioning.,https://www.ncbi.nlm.nih.gov/pubmed/27689827
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Steichen, Stephanie; O'Connor, Colleen; Peppas, Nicholas A",
p,2017-01-01,
p,"Hydrogels based upon terpolymers of methacrylic acid,N-vinylpyrrolidone, and poly(ethylene glycol) are developed and characterized for their ability to respond to changes in environmental pH and to partition protein therapeutics of varying molecular weights and isoelectric points. P((MAA-co-NVP)-g-EG) hydrogels are synthesized with PEG-based cross-linking agents of varying length and incorporation densities. The composition is confirmed using FT-IR spectroscopy and shows peak shifts indicating hydrogen bonding. Scanning electron microscopy reveals microparticles with an irregular, planar morphology. The pH-responsive behavior of the hydrogels is confirmed under equilibrium and dynamic conditions, with the hydrogel collapsed at acidic pH and swollen at neutral pH. The ability of the hydrogels to partition model protein therapeutics at varying pH and ionic strength is evaluated using three model proteins: insulin, porcine growth hormone, and ovalbumin. Finally, the microparticles are evaluated for adverse interactions with two model intestinal cell lines and show minimal cytotoxicity at concentrations below 5 mg mL -1 . © 2016 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim.",
p,Polysulfone hemodiafiltration membranes with enhanced anti-fouling and hemocompatibility modified by poly(vinylpyrrolidone) via in situ cross-linked polymerization.,
a,Polysulfone hemodiafiltration membranes with enhanced anti-fouling and hemocompatibility modified by poly(vinylpyrrolidone) via in situ cross-linked polymerization.,https://www.ncbi.nlm.nih.gov/pubmed/28254281
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Zhu, Lijing; Song, Haiming; Wang, Jiarong; Xue, Lixin",
p,2017-05-01,
p,"Poly(vinylpyrrolidone) (PVP) and its copolymers have been widely employed for the modification of hemodiafiltration membranes due to their excellent hydrophilicity, antifouling and hemocompatibility. However, challenges still remain to simplify the modification procedure and to improve the utilization efficiency. In this paper, antifouling and hemocompatibility polysulfone (PSf) hemodiafiltration membranes were fabricated via in situ cross-linked polymerization ofvinylpyrrolidone(VP) and vinyltriethoxysilane (VTEOS) in PSf solutions and non-solvent induced phase separation (NIPS) technique. The prepared membranes were characterized by attenuated total reflectance Fourier transform infrared spectroscopy (ATR-FTIR), X-ray photoelectron spectroscopy (XPS) and scanning electron microscopy (SEM), which suggested that VP and VTEOS have been cross-linked copolymerized in PSf membranes. The modified PSf membranes with high polymer content showed improved hydrophilicity, ultrafiltration and protein antifouling ability. In addition, the modified PSf membranes showed lower protein adsorption, inhibited platelet adhesion and deformation, prolonged the activated partial thromboplastin time (APTT), prothrombin time (PT), and decreased the content of fibrinogen (FIB) transferring to fibrin, indicating enhanced hemocompatibility. In a word, the present work provides a simple and effective one-step modification method to construct PSf membranes with improved hydrophilicity, antifouling and hemocompatibility. Copyright © 2017 Elsevier B.V. All rights reserved.",
a,«,#
a,2,#
a,3,#
a,4,#
a,5,#
a,»,#
a,«,#
a,1,#
a,3,#
a,4,#
a,5,#
a,»,#
p,Analysis of nevirapine (NVP) resistance in Ugandan infants who were HIV infected despite receiving single-Dose (SD)NVPversus SDNVPplus dailyNVPup to 6 weeks of age to prevent HIV vertical transmission.,
a,Analysis of nevirapine (NVP) resistance in Ugandan infants who were HIV infected despite receiving single-Dose (SD)NVPversus SDNVPplus dailyNVPup to 6 weeks of age to prevent HIV vertical transmission.,https://www.ncbi.nlm.nih.gov/pubmed/18684096
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Church, Jessica D; Omer, Saad B; Guay, Laura A; Huang, Wei; Lidstrom, Jessica; Musoke, Philippa; Mmiro, Francis; Jackson, J Brooks; Eshleman, Susan H",
p,2008-10-01,
p,"Single-dose nevirapine (SDNVP) at birth plusNVPprophylaxis for the infant up to 6 weeks of age is superior to SDNVPalone for prevention of vertical transmission of human immunodeficiency virus (HIV) through breastfeeding. We analyzedNVPresistance in HIV-infected Ugandan infants who received either SDNVPor extendedNVPprophylaxis. We tested plasma HIV by using a genotyping assay (ViroSeq; Celera Diagnostics), a phenotypic resistance assay (PhenoSense; Monogram Biosciences), and sensitive point mutation assay (LigAmp, for K103N, Y181C, and G190A). When infants were 6 weeks old, ViroSeq detectedNVPresistance in a higher proportion of infants in the extendedNVParm than in the SDNVParm (21 of 25 [84%] vs. 12 of 24 [50%]; P = .01). Similar results were obtained with LigAmp and PhenoSense. In both study arms, infants who were HIV infected at birth frequently hadNVPresistance detected. In contrast, infants in the extendedNVParm who were HIV infected after birth were more likely to have resistance detected at 6 weeks, compared with infants in the SDNVParm. The use of extendedNVPprophylaxis was also associated with detection ofNVPresistance by ViroSeq at 6 months (7 of 7 [100%] infants in the extendedNVParm had resistance detected, compared with 1 of 6 [16.7%] infants in the SDNVParm; P = .005). The use of extendedNVPprophylaxis was associated with increased selection for and persistence ofNVPresistance in HIV-infected Ugandan infants.",
p,21 CFR 500.1410 -N-methyl-2-pyrrolidone.,
a,21 CFR 500.1410 -N-methyl-2-pyrrolidone.,https://www.gpo.gov/fdsys/pkg/CFR-2014-title21-vol6/pdf/CFR-2014-title21-vol6-sec500-1410.pdf
p,"Code of Federal Regulations, 2014 CFR",
a,"Code of Federal Regulations, 2014 CFR",http://www.gpo.gov/fdsys/browse/collectionCfr.action?selectedYearFrom=2014&page.go=Go
p,,
p,2014-04-01,
p,"... 21 Food and Drugs 6 2014-04-01 2014-04-01 falseN-methyl-2-pyrrolidone. 500.1410 Section 500.1410 Food and Drugs FOOD AND DRUG ADMINISTRATION, DEPARTMENT OF HEALTH AND HUMAN SERVICES (CONTINUED) ANIMAL... Used in Food-Producing Animals § 500.1410N-methyl-2-pyrrolidone. (a) Standard for residues. No...",
p,21 CFR 500.1410 -N-methyl-2-pyrrolidone.,
a,21 CFR 500.1410 -N-methyl-2-pyrrolidone.,https://www.gpo.gov/fdsys/pkg/CFR-2012-title21-vol6/pdf/CFR-2012-title21-vol6-sec500-1410.pdf
p,"Code of Federal Regulations, 2012 CFR",
a,"Code of Federal Regulations, 2012 CFR",http://www.gpo.gov/fdsys/browse/collectionCfr.action?selectedYearFrom=2012&page.go=Go
p,,
p,2012-04-01,
p,"... 21 Food and Drugs 6 2012-04-01 2012-04-01 falseN-methyl-2-pyrrolidone. 500.1410 Section 500.1410 Food and Drugs FOOD AND DRUG ADMINISTRATION, DEPARTMENT OF HEALTH AND HUMAN SERVICES (CONTINUED) ANIMAL... Used in Food-Producing Animals § 500.1410N-methyl-2-pyrrolidone. (a) Standard for residues. No...",
p,"Methacrylated monosaccharides as the modifiers for carbochain polymers: Synthesis, mechanical/thermal properties and biodegradability of hybrids",
a,"Methacrylated monosaccharides as the modifiers for carbochain polymers: Synthesis, mechanical/thermal properties and biodegradability of hybrids",http://adsabs.harvard.edu/abs/2016AIPC.1736b0172Y
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Yakushev, P.; Bershtein, V.; Bukowska-Śluz, I.; Sobiesiak, M.; Gawdzik, B.",
p,2016-05-01,
p,"Methacrylated derivatives of glucose (MGLU) and galactose (MGAL) were synthesized by the procedure described by Vogel, and their copolymers with methyl methacrylate (MMA) and MMA/N-vinylpyrrolidone(MMA/NVP) (1:1) mixture were obtained with the aim to modify some properties of carbochain polymers, in particular to generate their biodegradability. These hybrids of synthetic and natural products, with 10, 20 or 30 wt. % modifiers, were characterized by DMA and TGA methods and in the biodegradation tests. Increasing Tg values by 20-30°C was registered in all cases whereas thermal stability was improved only for PMMA due to modification. On the contrary, only for hybrids based on hygroscopic MMA/NVPcopolymer the essential biodegradability could be generated.",
p,Improving amphiphilic polypropylenes by grafting poly(vinylpyrrolidone) and poly(ethylene glycol) methacrylate segments on a polypropylene microporous membrane,
a,Improving amphiphilic polypropylenes by grafting poly(vinylpyrrolidone) and poly(ethylene glycol) methacrylate segments on a polypropylene microporous membrane,http://adsabs.harvard.edu/abs/2017ApSS..419..259C
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Chen, Huirong; Ma, Wenzhong; Xia, Yanping; Gu, Yi; Cao, Zheng; Liu, Chunlin; Yang, Haicun; Tao, Shengxi; Geng, Haoran; Tao, Guoliang; Matsuyama, Hideto",
p,2017-10-01,
p,"An amphiphilic polypropylene-g-poly[vinylpyrrolidone-co-poly(ethylene glycol) methacrylate] (PP-g-(NVP-co-PEGMA)) modifier was prepared by melt grafting polymerization usingN-vinylpyrrolidone(NVP) as the grafting monomer and poly(ethylene glycol) (PEGMA) as the comonomer. Fourier transform infrared (FTIR) spectroscopy and elemental analysis showed that the hydrophilic branched chains (NVP-g-PEGMA) were successfully grafted to polypropylene (PP) macromolecular chains. The largestNVPgrafting degree for PP-g-(NVP-co-PEGMA) (up to 20.4%) was obtained when the mass ratio of PP/NVP/PEGMA was 100/30/15. Hydrophilic PP microporous membranes were prepared by stretching cast films of PP/PP-g-(NVP-co-PEGMA) blends. The membrane thermostability (including the modifier) was better than that of the pure PP membrane with a similar surface pore structure. The porosity of the modified membranes was only slightly lower than that of the pure PP membranes. Contact angle measurements were used to examine the hydrophilicity of the membranes. The water contact angle of the membranes decreased when PP-g-(NVP-co-PEGMA) was added, and the minimum contact angle was 64.5°. Therefore, this work provides a good application for stretched hydrophilic PP membrane fabrication.",
p,Biomonitoring ofN-ethyl-2-pyrrolidonein automobile varnishers.,
a,Biomonitoring ofN-ethyl-2-pyrrolidonein automobile varnishers.,https://www.ncbi.nlm.nih.gov/pubmed/25455446
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Koslitz, Stephan; Meier, Swetlana; Schindler, Birgit Karin; Weiss, Tobias; Koch, Holger Martin; Brüning, Thomas; Käfferlein, Heiko Udo",
p,2014-12-01,
p,"N-alkyl-2-pyrrolidonesare important organic solvents for varnishes in industry. This study investigates exposure toN-ethyl-2-pyrrolidone(NEP) in varnishing of hard plastic components in an automobile plant. Two specific biomarkers of exposure, 5-hydroxy-N-ethyl-2-pyrrolidone(5-HNEP) and 2-hydroxy-N-ethylsuccinimide (2-HESI), were analyzed in urine samples of 14 workers. For this purpose, pre-shift, post-shift and next day pre-shift urine samples were collected midweek. Twelve workers performed regular work tasks (loading, wiping and packing), whereas two workers performed special work tasks including cleaning the sprayer system with organic solvents containingN-alkyl-2-pyrrolidones. Spot urine samples of nine non-exposed persons of the same plant served as controls. Median post-shift urinary levels of workers with regular work tasks (5-HNEP: 0.15 mg/L; 2-HESI: 0.19 mg/L) were ∼5-fold higher compared to the controls (0.03 mg/L each). Continuously increasing metabolite levels, from pre-shift via post-shift to pre-shift samples of the following day, were observed in particular for the two workers with the special working tasks. Maximum levels were 31.01 mg/L (5-HNEP) and 8.45 mg/L (2-HESI). No clear trend was evident for workers with regular working tasks. In summary, we were able to show that workers can be exposed to NEP during varnishing tasks in the automobile industry. Copyright © 2014 Elsevier Ireland Ltd. All rights reserved.",
